,Smiles,CorrectionEnergy
0,OCC(O)CO,26.252550613498833
1,NC(CC(O)=O)C(O)=O,29.39968233049089
2,N[C@@H](CCC(N)=O)C(O)=O,28.947663673191585
3,NC(CCC(O)=O)C(O)=O,29.98356083751615
4,NCCCCC(N)C(O)=O,27.871831993070657
5,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,30.922200687241528
6,OCC(O)CO[P](O)(O)=O,28.628227814694995
7,C=CCN=C=S,39.50889117493638
8,CCCCCCCCCCCCCCCCCC(O)=O,38.52548273467403
9,CN(C)N,25.254894942147956
10,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-37.231020655459446
11,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-0.5067968145033888
12,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,28.622011993070444
13,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,25.80262419076385
14,CC(O)CO,27.041527777822807
15,O=C1CCO1,31.723972293619013
16,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-47.63388593223854
17,NC(N)=N[S](=O)(=O)c1ccc(N)cc1,2.2382338603377008
18,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,44.61964050009543
19,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,49.256722958688954
20,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,47.771125119523674
21,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O,0.37120001240063516
22,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-26.45680628993773
23,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-37.32211282327478
24,OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,-28.74450800693006
25,OC1COC(O)C(O)C1O,26.2950104632247
26,OCC1OC(O)C(O)C(O)C1O,25.751261805924386
27,CCN(CC)C(=O)c1cccnc1,-5.625793678278825
28,O=C1Nc2ccccc2C=C1,-29.88743054205476
29,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-62.3378391624846
30,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,-39.55581535840045
31,Cc1ccccc1OCC(O)CO,-6.4052967010997435
32,Cc1cc(O)ccc1Cl,-6.280537893526429
33,CSCCC(N)C(O)=O,30.317470650370424
34,OCC(S)CS,30.25503061349849
35,OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,28.23015900711937
36,O=NN1CCOCC1,29.619252143345292
37,NC(Cc1ccc(O)c(O)c1)C(O)=O,-7.387839349629402
38,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,33.78361508963292
39,Nc1ccc(cc1)N=Nc2ccccc2,-41.38216069232959
40,NC(Cc1ccc(O)cc1)C(O)=O,-6.54267218530417
41,OCCS,28.506789270797967
42,NCCCCCC(O)=O,29.58538632172052
43,CNN,24.53654643512283
44,CC(N)=O,27.992189457944022
45,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,9.30970915459551
46,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,47.40082467847013
47,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-38.18553133029957
48,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-30.627230992885757
49,Cc1cccc(Nc2ccccc2C(O)=O)c1C,-39.450930842603924
50,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-58.47160819407563
51,Nc1[nH]ncn1,-7.844402071902174
52,CC(C)CC(N)C(O)=O,29.570466321720446
53,CC(C)(N)C(O)=O,28.35091930767014
54,C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,46.31580485582538
55,CO[P](=O)(OC)OC=C(Cl)Cl,37.2583080018414
56,[Na+].[O-]C(=O)CF,26.158143786594223
57,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,25.794824190764444
58,COC(=O)C1=CCCN(C)C1,35.69340785156686
59,NC(Cc1ccccc1)C(O)=O,-5.519755020979332
60,CNC(=O)Oc1cccc(c1)C(C)C,-4.224978006928666
61,CCO,27.362156435122813
62,OC=O,28.805658115243908
63,CC(O)=O,29.04025662226892
64,CCC(C)C(C)(COC(N)=O)COC(N)=O,31.01820904399287
65,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-36.43180827062025
66,CSCCC(NC(C)=O)C(O)=O,33.2967678515667
67,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2.2706821853049064
68,c1cnc2c(c1)ccc3cccnc23,-64.32857356487618
69,Cc1ncc(CO)c(C=O)c1O,-6.474680692329727
70,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,8.38061971883269
71,CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,6.767768188987645
72,CO,26.96582792809782
73,CC(C)O,27.83083494214791
74,CC(C)=O,30.97119229361899
75,C[S](C)=O,36.09251229361895
76,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,45.19649359665928
77,OC(=O)CS,30.24628945794413
78,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-3.1195072011957734
79,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,-35.986334833834675
80,O=C1N=CNc2nc[nH]c12,-29.37134904908072
81,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,2.2355834095120883
82,OCC(O)C(O)C(O)C(O)CO,25.14965464159991
